,C22008638LR01-ISM012-042-Day2-940,C22008619LR01-sham-Day2-951,C22008628LR01-Vehicle-Day2-935,C22008626LR01-Vehicle-Day2-986,C22008627LR01-Vehicle-Day2-975,C22008621LR01-sham-Day2-992,C22008624LR01-Vehicle-Day2-966,C22008640LR01-ISM012-042-Day2-976,C22008639LR01-ISM012-042-Day2-1000,C22008637LR01-ISM012-042-Day2-967,C22008620LR01-sham-Day2-981,C22008623LR01-sham-Day2-995,C22008618LR01-sham-Day2-942,C22008641LR01-ISM012-042-Day2-950,C22008622LR01-sham-Day2-953,C22008625LR01-Vehicle-Day2-977,C22008629LR01-Vehicle-Day2-999,C22008636LR01-ISM012-042-Day2-963
Gm31092,0,0,0.241,0,0.325,0,0,0,0,0,0,0.438,0,0,0.368,0,0.375,0
Olfr1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patl1,13.19,9.018,7.394,10.436,8.914,11.155,9.462,10.66,11.736,16.44,9.159,11.198,9.762,10.944,11.144,12.393,12.18,12.645
Mir6994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osbp,34.462,33.489,15.755,22.192,25.253,38.394,31.735,29.453,32.959,37.489,24.907,33.33,33.406,35.091,30.262,30.885,36.084,37.197
Gm31151,0,0.076,0,0,0.149,0.182,0.068,0,0,0.185,0,0.198,0,0,0.067,0,0,0
Olfr1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pfpl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mpeg1,30.747,12.273,6.739,6.231,9.55,17.675,25.752,10.901,16.533,61.387,3.531,7.787,12.366,16.502,12.935,39.973,18.298,14.658
Dtx4,8.988,6.896,4.446,4.213,4.94,8.028,8.456,4.374,5.213,15.132,5.057,3.914,3.458,5.463,6.482,9.71,7.612,5.943
Gm31208,0.334,0,0.029,0,0,0,0.044,0,0,0.047,0.037,0,0,0,0.043,0,0,0.043
Fam111a,31.161,15.961,4.407,5.87,8.41,11.98,30.531,8.006,12.246,37.414,10.013,9.206,11.943,14.742,13.609,39.439,28.337,18.383
A330040F15Rik,0.159,0.351,0,0,0,0.343,0.311,0,0,0.222,0.089,0,0.211,0,0.207,0,0,0.211
Gm4952,0,0,0,0.049,0.054,0,0,0,0.059,0,0,0,0,0.062,0,0,0.062,0
Glyat,0,0.085,0,0.059,0,0,0,0,0,0.081,0,0,0,0,0.074,0,0,0
Olfr1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1443,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keg1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cntf,2.327,1.211,1.533,2.215,1.893,1.588,1.823,1.539,1.876,2.755,1.37,1.961,1.264,2.091,0.986,1.999,2.119,1.158
Gm44505,0,0,0,0,0.075,0,0,0,0.387,0,0.214,0.176,0.112,0.139,0.328,0.319,0.126,0.081
Zfp91,49.357,39.124,22.11,45.701,34.005,42.682,49.736,40.755,46.877,52.652,28.197,46.341,42.336,52.379,38.124,50.652,52.151,52.654
Lpxn,17.884,3.819,5.072,2.451,2.132,3.029,5.269,1.495,2.834,9.133,1.253,1.685,2.387,1.497,4.44,3.372,2.347,1.747
Olfr1444,0,0,0.144,0,0,0,0,0,0,0,0.093,0,0,0,0,0,0,0
Olfr1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1447,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0
Gm5512,7.536,4.864,2.775,2.994,3.801,6.08,3.879,5.755,5.827,6.151,4.289,6.018,5.914,6.903,4.382,5.141,6.06,5.372
Olfr1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm31331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm8630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tle4,22.401,18.688,8.359,12.37,9.957,23.647,21.819,12.516,12.994,19.096,21.9,18.201,15.407,14.158,34.491,10.659,16.058,12.426
Gm31441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC108168406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm31594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC108168427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm31733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psat1,17.015,9.499,3.717,4.774,11.06,2.349,19.622,9.147,9.73,35.485,5.248,11.92,8.896,7.812,6.709,34.886,27.951,18.898
Cep78,4.945,3.595,1.174,1.386,2.905,4.041,4.911,2.369,3.479,5.495,3.702,4.071,3.558,4.844,4.071,5.736,5.383,4.307
C130060C02Rik,0.066,0,0,0,0,0,0,0.077,0,0,0,0.201,0,0,0,0,0.086,0
Gm32026,0.291,0,0.506,0.852,0,0,0,0,0.239,0.41,0.614,0,0.39,0.126,0,0.497,0.508,0.248
Gnaq,21.499,22.009,8.393,11.861,15.45,26.136,22.879,17.537,19.061,28.418,18.062,21.927,21.593,23.557,21.591,20.901,21.378,20.561
E030024N20Rik,0.131,0.032,0.027,0.011,0.061,0.031,0.115,0.013,0.107,0.091,0.116,0.017,0.044,0.042,0.056,0.097,0.057,0.028
Mir496b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gna14,35.628,30.37,5.745,11.863,24.886,52.546,36.653,14.747,17.007,23.76,49.954,20.527,22.266,33.767,33.113,58.41,30.418,29.185
Gm41811,0,0,0,0,0,0,0,0,0,0.131,0,0,0,0,0,0,0,0
Vps13a,8.59,6.634,1.937,3.593,3.02,9.355,8.718,5.912,7.272,6.287,4.787,6.596,6.029,7.109,6.297,5.836,6.581,4.82
Foxb2,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm32341,0,0,0,0,0,0,0,0,0.476,0,0,0,0,0,0,0,0,0
Prune2,2.019,1.456,1.036,1.835,3.109,1.337,1.478,1.97,1.905,3.487,1.536,2.619,2.174,2.799,1.259,2.052,1.724,3.041
Gcnt1,17.203,14.579,3.761,3.407,9.037,13.237,15.513,4.34,6.757,18.844,6.694,8.521,14.435,12.322,13.439,16.839,9.387,8.447
Rfk,258.957,262.253,259.275,490.957,257.467,335.077,294.685,428.894,430.516,197.409,211.488,416.751,433.031,347.533,221.667,251.842,364.078,337.34
Pcsk5,6.968,7.242,4.291,8.739,5.763,7.275,4.555,11.277,11.324,14.164,4.123,11.759,10.741,9.767,4.375,7.05,10.94,13.298
Gm41813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm41812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ostf1,99.895,80.552,48.112,68.31,56.848,85.108,105.176,68.558,68.134,114.402,63.887,74.94,80.157,83.302,74.671,122.497,81.519,80.39
Nmrk1,5.095,2.953,1.73,2.724,2.759,3.947,4.677,3.344,4.842,4.89,2.817,4.091,3.154,3.511,2.103,6.444,5.476,4.077
Carnmt1,12.713,8.241,6.44,6.271,8.229,12.61,10.906,10.572,11.841,12.524,6.744,10.103,9.95,10.35,8.111,15.594,14.504,13.176
D030056L22Rik,16.129,10.652,8.694,7.312,8.854,9.405,11.182,13.205,14.769,17.941,9.029,8.29,11.743,13.801,10.023,16.95,15.67,16.059
Trpm6,8.884,15.002,4.579,15.986,5.528,19.552,1.268,17.139,14.512,5.941,10.894,14.925,16.1,8.269,15.096,5.011,12.751,16.985
Gm41814,0,0,0.084,0,0,0.135,0,0.113,0,0,0,0,0,0.126,0.126,0,0,0.123
Rorb,0.037,0.097,0.02,0.04,0.018,0.089,0.058,0,0.039,0.099,0.092,0,0.021,0.081,0.075,0,0.021,0
Gm41815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm32469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm3728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm32629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anxa1,155.45,205.081,52.095,80.221,136.115,140.556,229.472,93.752,96.682,388.948,169.053,132.226,181.796,173.012,212.411,461.009,171.248,145.344
1500015L24Rik,0,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0
Gm32689,0,0,0,0,0,0,0,0,0,0,0.122,0,0,0,0,0,0.162,0
Gm41816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E030003E18Rik,0.598,0.371,0.135,0.674,1.225,0.602,0.113,1.889,0.842,1.418,0.519,1.582,0,1.101,0.534,0.109,1.467,1.653
C730002L08Rik,0,0.044,0,0.029,0.066,0.086,0,0.247,0.262,0,0,0.189,0.081,0.039,0,0.115,0.162,0.158
Aldh1a1,71.79,90.004,133.632,317.65,197.943,129.562,13.526,303.566,306.97,20.898,79.477,258.472,221.912,114.398,57.725,46.812,218.514,277.255
Aldh1a7,3.713,9.314,2.534,5.263,5.358,6.612,1.75,7.325,9.752,4.712,3.181,10.823,9.201,8.849,5.513,4.73,6.826,7.179
Tmc1,0.068,0.141,0.1,0.103,0.153,0.653,0.223,0.256,0.207,0.158,0.296,0.466,0.386,0.328,0.261,0.28,0.2,0.216
Gm32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm41817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930554I06Rik,0,0,0,0,0,0,0,0,0,0,0.184,0,0,0,0,0,0,0
Gm3775,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0
Gm32979,0,0,0,0,0,0.026,0.024,0,0,0,0,0,0,0,0,0,0,0
LOC105242408,0,0,0.063,0.111,0.041,0.05,0,0.199,0.088,0.101,0.04,0.055,0.096,0.046,0.093,0.046,0.28,0.135
Zfand5,43.11,29.476,23.397,28.209,32.725,34.747,46.75,30.386,31.231,54.397,32.356,39.159,47.12,44.781,34.568,45.86,33.211,32.763
Gda,34.285,26.266,25.361,91.502,59.782,85.842,68.353,66.228,57.238,78.017,110.815,41.004,35.78,43.706,46.032,127.546,105.672,81.17
Gm38486,0.268,0.123,0.037,0.233,0.089,0.108,0.114,0.298,0.281,0.09,0.208,0.209,0.2,0.283,0.092,0.081,0.073,0.202
1110059E24Rik,43.715,49.617,33.456,46.645,42.913,40.84,56.742,45.518,46.495,44.695,36.075,60.041,64.339,52.172,40.28,60.911,54.399,59.804
Abhd17b,34.214,29.175,29.663,39.717,39.783,27.513,30.518,37.838,35.39,34.861,22.512,49.116,50.53,40.941,28.144,37.771,39.291,49.046
Gm41818,0.634,0.165,0,0,0,0.052,0.164,0,0.182,0.106,0,0,0,0.048,0.048,0.207,0.048,0
Tmem2,12.326,9.928,3.199,6.262,4.582,14.324,13.942,7.153,8.591,18.78,8.805,10.558,11.456,10.246,9.855,14.944,9.869,8.174
Trpm3,0.268,0.174,0.109,0.266,0.353,0.136,0.152,0.179,0.537,0.275,0.098,0.444,0.225,0.317,0.077,0.062,0.25,0.295
Gm27151,0,0,0,0,0,0.01,0.018,0,0,0,0,0,0,0,0,0,0,0
Gm33649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C330002G04Rik,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0
2410080I02Rik,0.032,0,0,0.103,0.078,0,0.042,0,0,0,0.074,0,0.042,0.042,0,0.041,0,0
Klf9,19.895,22.785,11.024,35.728,20.932,42.14,21.699,27.05,25.053,22.881,23.317,32.096,22.177,27.524,23.046,15.051,20.812,25.366
Mir1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smc5,11.852,9.809,3.721,6.766,5.956,12.28,12.342,8.305,10.04,14.265,5.824,10.774,11.022,11.563,8.64,11.109,11.395,9.307
Gm33950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm41821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mamdc2,2.06,2.637,1.978,5.802,7.323,2.823,0.58,5.883,5.597,0.88,2.363,5.11,4.384,6.427,2.155,1.197,2.208,4.759
Gm34012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700028P14Rik,0.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12
LOC102638448,240.084,195.279,187.781,185.877,164.058,178.451,199.125,187.293,196.571,217.854,161.542,143.291,164.354,178.16,168.719,209.861,195.109,153.618
Ptar1,5.786,4.944,1.882,3.57,4.154,6.719,5.362,4.975,4.888,6.341,3.888,6.11,4.833,6.411,4.378,5.744,5.854,5.059
Apba1,1.48,1.182,1.102,1.433,2.156,1.558,1.085,1.129,1.834,2.751,1.239,1.854,1.228,1.679,1.156,1.132,1.418,2.032
Gm34076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam189a2,26.315,36.703,18.926,23.927,13.304,43.119,15.44,26.833,25.428,17.259,33.372,26.483,30,26.139,42.412,9.206,21.282,25.777
Gm41823,0,0,0,0,0,0.225,0,0,0,0,0,0,0,0,0.209,0,0,0
Gm41824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tjp2,37.124,36.053,15.614,32.32,22.58,40.689,36.316,29.538,32.798,40.686,31.415,39.086,40.474,39.256,38.608,39.174,39.949,39.039
Fxn,7.909,4.733,4.976,6.468,7.307,4.575,6.322,6.044,6.995,9.863,6.873,5.391,5.11,5.04,7.252,8.389,7.912,11.158
Pip5k1b,46.869,51.922,23.43,40.5,36.779,67.813,41.82,45.108,45.329,33.149,45.15,60.808,62.935,51.587,58.506,41.271,44.544,56.553
LOC102637283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam122a,8.739,6.495,5.385,5.801,6.613,5.438,7.188,4.226,6.122,10.543,6.247,5.507,6.1,8.059,7.475,9.417,7.346,7.003
Tmem252,3.125,2.221,11.874,15.935,10.816,0.393,1.221,17.838,9.902,9.576,0.527,9.882,9.894,2.593,1.993,2.866,9.109,14.938
Pgm5,18.382,25.365,14.717,21.878,43.703,21.713,13.76,18.212,16.595,21.993,33.192,30.12,24.936,41.479,24.279,15.433,12.881,28.316
Gm38581,0.022,0.136,0,0.034,0,0.046,0.244,0.102,0,0.046,0.047,0.033,0.132,0.121,0.085,0.084,0,0
Foxd4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cbwd1,7.156,6.462,2.399,3.419,5.124,5.305,7.448,5.105,5.843,8.148,4.354,5.238,6.724,7.925,5.972,10.51,8.506,8.158
Mir3084-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dock8,11.273,4.76,2.946,3.724,4.312,5.611,4.101,5.095,5.615,8.262,2.132,5.788,5.222,5.515,4.314,6.512,4.918,6.887
Gm3873,118.212,120.126,73.23,83.236,98.765,129.974,122.858,97.395,97.693,78.991,110.348,78.519,110.436,128.613,123.1,90.28,113.862,101.623
Gm34235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm34186,0.112,0,0,0.058,0,0,0.22,0,0,0,0.064,0,0,0,0.146,0.071,0,0
Kank1,10.679,9.372,4.678,7.191,12.177,10.111,10.718,9.442,8.904,14.463,8.285,12.804,10.636,13.4,8.116,10.153,11.9,13.871
Dmrt1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dmrt3,0,0,0,0,0.04,0,0.088,0.039,0,0,0,0,0,0,0,0,0,0
2610016A17Rik,0.457,0.676,0.605,0,1.592,0,0,0.803,0.565,0,0,2.771,0,0.298,0.301,0,0.595,2.328
Dmrt2,0.37,0.11,0.429,0,0.859,0.053,0,1.575,1.5,0.312,0.043,1.007,0.069,0.099,0.067,0,1.062,1.068
Gm34516,0,0,0,0,0,0,0,0,0,0.062,0,0,0,0.114,0,0,0,0
1700048O14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm34808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm41828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smarca2,23.75,21.55,16.528,14.869,19.22,24.993,17.074,17.366,20.788,34.433,17.13,19.303,16.738,22.522,20.387,17.367,18.845,18.679
Gm20616,0,0,0,0,0.124,0,0,0,0,0,0,0,0,0,0,0,0,0
4931403E22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC108168409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm35438,0.281,0,0,0,0.147,0.211,0.24,0.237,0.149,0.133,0.135,0,0.252,0.157,0,0,0.272,0.368
Vldlr,4.482,4.126,2.366,7.552,5.737,6.317,2.705,8.407,7.849,4.98,2.559,9.14,7.219,7.919,4.493,6.532,7.902,11.568
Gm35268,0,0,0,0,0,0.082,0.077,0,0,0,0,0.178,0,0,0,0,0,0
Kcnv2,0.079,0.096,0.035,0.027,0.045,0,0.09,0.076,0.208,0.194,0.029,0.1,0.052,0.034,0.119,0.067,0.098,0.152
Gm35554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pum3,15.618,12.275,5.773,8.402,11.69,12.622,14.655,10.972,12.17,19.427,8.973,11.835,11.81,12.881,10.882,25.575,19.507,16.965
C030016D13Rik,0.671,0.394,0.137,0.109,0.272,0.716,0.142,0.405,0.263,0.302,0.263,0.41,0.395,0.486,0.345,0.068,0.351,0.205
Gm35697,0,0,0,0,0,0,0,0,0,0,0.053,0,0,0,0,0,0,0
Rfx3,2.753,1.376,1.078,1.204,1.366,2.341,1.851,1.681,1.832,2.36,1.004,1.705,1.77,2.642,1.431,1.612,1.869,1.593
Glis3,1.376,1.362,0.432,1.131,1.323,2.05,1.446,1.255,1.637,5.176,0.922,1.36,1.359,1.949,1.484,2.328,1.491,1.728
Gm35866,0.023,0.034,0,0,0,0,0,0.027,0,0,0,0.035,0,0,0,0,0,0
D930032P07Rik,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm35922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc1a1,19.549,17.513,2.73,4.466,3.793,30.308,39.509,5.379,8.47,19.112,16.544,11.656,11.468,16.587,15.975,15.53,14.692,7.525
4430402I18Rik,0.347,0.672,0.441,0.573,0.66,0.858,0.183,1.206,0.599,0.682,0.627,0.731,0.594,0.862,0.391,0.242,0.447,0.553
Plpp6,21.973,21.531,16.263,24.274,17.646,24.243,19.039,21.173,24.243,18.56,19.46,24.767,23.496,21.253,23.534,17.629,20.54,23.079
Cdc37l1,21.621,14.917,7.463,12.884,13.304,21.878,12.929,17.881,17.745,19.055,12.684,20.567,17.482,24.399,15.89,17.318,19.344,16.549
Ak3,146.516,143.756,53.981,72.303,74.249,162.26,167.834,93.898,102.01,141.916,121.99,92.361,100.181,120.573,158.744,119.519,122.087,110.786
1700018L02Rik,0.539,0.705,0.362,1.032,0.281,0.566,0.815,0.443,0.571,1.075,0.824,0.348,0,0.642,0.935,0.518,0.798,0.91
Gm9895,3.074,3.528,1.222,2.549,1.42,4.079,3.864,1.879,2.809,2.671,3.708,1.616,2.669,2.096,4.909,2.569,2.102,1.028
Rcl1,13.261,9.484,3.893,7.068,9.839,7.738,10.602,9.971,10.392,15.842,7.644,9.579,6.866,8.215,8.92,19.156,15.647,15.074
Mir101b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm41829,0.093,0.113,0.04,0.016,0.035,0.13,0.142,0.036,0,0.087,0.051,0.047,0.062,0.08,0.099,0.039,0.101,0.079
Jak2,34.323,36.359,13.858,27.237,21.324,40.306,46.809,25.812,30.081,42.837,25.775,30.568,37.112,33.444,34.814,37.633,31.665,30.236
Insl6,12.528,10.857,12.531,22.254,12.583,6.12,14.358,13.348,12.872,9.964,6.682,8.337,8.275,8.776,12.698,11.306,14.532,13.523
Rln1,0.125,0,0,0.263,0,0,0,0,0,0.178,0,0.189,0,0.164,0.327,0.16,0.164,0.16
Plgrkt,156.817,264.709,76.843,108.719,76.306,186.517,170.959,112.192,138.147,114.212,122.31,171.282,224.837,142.711,184.363,99.305,124.205,112.522
Cd274,9.117,31.595,1.977,2.312,2.585,9.295,14.694,1.814,3.336,7.792,12.652,5.93,15.088,2.719,22.313,10.799,4.077,2.277
Gm36043,0,0,0,0,0,0,0,0,0,0,0.039,0,0,0.033,0,0,0,0
Pdcd1lg2,1.398,0.289,0.19,0.224,0.113,0.11,1.942,0.138,0.193,0.807,0.132,0,0.263,0.127,0.23,0.2,0.206,0.125
A930007I19Rik,0.151,0.133,0,0.062,0.069,0.042,0.08,0.035,0.037,0.17,0,0.092,0.081,0.196,0.117,0,0.118,0.077
Ric1,7.244,5.277,2.376,3.546,4.429,5.762,5.913,5.997,5.954,9.304,2.673,6.862,6.145,6.771,4.618,7.203,6.279,5.535
Ermp1,44.125,30.846,37.797,51.325,32.91,31.34,34.879,88.625,59.24,34.742,19.446,53.333,54.663,63.063,26.155,63.266,72.653,87.162
Gm36126,0.055,0,0.134,0,0,0,0,0,0.183,0.078,0.062,0,0,0.194,0,0,0.144,0.19
Mlana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9930021J03Rik,12.427,11.84,5.477,10.105,8.698,12.504,8.93,13.972,14.223,10.162,7.002,15.611,15.742,14.187,10.781,11.239,14.486,17.736
Ranbp6,8.098,5.445,2.853,3.681,4.401,6.945,6.129,5.717,6.53,7.092,4.647,7.058,6.924,8.439,5.731,6.991,8.045,5.149
Gm41832,0.034,0,0,0,0.039,0,0,0,0,0,0,0.052,0,0,0.044,0,0,0.043
Gm36209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm41831,0,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0
Il33,7.802,4.312,2.413,3.389,11.07,2.544,7.684,5.605,4.941,68.519,2.506,3.73,2.885,3.7,3.655,26.5,13.484,9.082
Trpd52l3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uhrf2,29.384,23.183,9.425,11.175,15.246,28.688,28.541,19.893,21.193,32.622,13.821,23.514,25.951,29.223,20.57,32.72,31.596,25.015
Gldc,0.163,0.32,0.099,0.287,0.277,0.126,0.047,0.168,0.244,0.82,0.124,0.109,0.217,0.142,0.332,0.208,0.308,0.232
Mbl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm36319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ppp1r2-ps3,0,0,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0
Dkk1,0,0,0,0,0,0,0,0,0,0.045,0,0,0,0,0,0.041,0,0
Prkg1,1.879,1.625,1.319,1.694,2.912,1.844,1.198,2.341,2.029,2.524,2.034,3.666,2.806,4.332,1.502,1.339,0.909,1.906
Gm6642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214,0,0,0
